Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000184363,PKP3,Gene Expression,0.0993565360607585,1.232934187189727e-06,1.9134373974835918e-05,126,0.22236092435922564,47
ENSG00000091542,ALKBH5,Gene Expression,0.09919864995243213,7.699405220051858e-07,1.2359617955762514e-05,68,0.16554376019386136,47
ENSG00000176014,TUBB6,Gene Expression,0.09905984679314041,1.493445890954348e-06,2.2873388760474573e-05,107,0.3648971639007729,64
ENSG00000007202,KIAA0100,Gene Expression,0.0989314818422379,9.87707981847663e-07,1.555251646922826e-05,47,0.12050382685717945,36
ENSG00000104313,EYA1,Gene Expression,0.09882709126431988,1.090611019272103e-07,1.9772086447709252e-06,6,0.006929975836361718,5
ENSG00000126016,AMOT,Gene Expression,0.09873791440231948,1.6076056241765002e-07,2.8553846916615305e-06,14,0.02328989936681702,13
ENSG00000125753,VASP,Gene Expression,0.09863008909060535,1.8586715764268291e-06,2.7977898466214374e-05,243,0.45574810753885364,77
ENSG00000166025,AMOTL1,Gene Expression,0.09851955262277333,1.2755961058541487e-06,1.970915526729883e-05,84,0.25002233150617725,47
ENSG00000109971,HSPA8,Gene Expression,0.0985024826025935,1.8752119925746769e-06,2.8196588909808498e-05,185,0.4803782215834876,91
ENSG00000065325,GLP2R,Gene Expression,0.09848313370371516,3.4261814940705904e-08,6.641010713403216e-07,5,0.009863459806684911,4
ENSG00000172936,MYD88,Gene Expression,0.0984689349472024,1.7941793757358937e-06,2.7152947917454444e-05,204,0.5299032144974599,85
ENSG00000244509,APOBEC3C,Gene Expression,0.09845672330358357,7.746723766910435e-07,1.2421348612068974e-05,41,0.13418076513558902,30
ENSG00000111540,RAB5B,Gene Expression,0.09838006845277059,1.4578869405035277e-06,2.237768629158427e-05,143,0.27811783197374607,66
ENSG00000277972,CISD3,Gene Expression,0.09794654831634562,1.6967963072378467e-06,2.5818570520772185e-05,131,0.2958855846801352,64
ENSG00000145912,NHP2,Gene Expression,0.09793397380359083,1.1656074454524656e-06,1.8210504727503736e-05,73,0.23183572086595183,45
ENSG00000120896,SORBS3,Gene Expression,0.09772028509300432,2.2172844398316016e-06,3.298622520148627e-05,104,0.27198473413112056,64
ENSG00000003147,ICA1,Gene Expression,0.0976635877790164,1.5324522080195635e-06,2.339410157209822e-05,59,0.1683288639808061,39
ENSG00000170608,FOXA3,Gene Expression,0.0976076307008681,1.7101846450096048e-06,2.5994064658529933e-05,120,0.2634268438194624,45
ENSG00000145494,NDUFS6,Gene Expression,0.09756899524292606,2.5394957772206794e-06,3.738287166173382e-05,353,0.9854961461300374,117
ENSG00000104904,OAZ1,Gene Expression,0.09747688180950842,2.5585181004927904e-06,3.761151932881748e-05,245,0.4863825342502188,100
ENSG00000136045,PWP1,Gene Expression,0.09746143525345441,1.154226995536689e-06,1.8052831602066027e-05,31,0.07152351895443722,22
ENSG00000138735,PDE5A,Gene Expression,0.09742152198330664,2.388492876814752e-07,4.1222092580889076e-06,33,0.09350586670021058,27
ENSG00000198728,LDB1,Gene Expression,0.09740636532084111,2.388311836076795e-06,3.5342980011383536e-05,114,0.32819354434414705,62
ENSG00000168214,RBPJ,Gene Expression,0.09737398535198985,1.7904950873059988e-06,2.7126484490277047e-05,45,0.09561882472113369,34
ENSG00000163815,CLEC3B,Gene Expression,0.09734660525302435,1.960424101499214e-06,2.935370893241634e-05,74,0.22798296662161313,44
ENSG00000101439,CST3,Gene Expression,0.09730862161910585,2.8046884017474127e-06,4.081506050061085e-05,381,0.851972080159944,128
ENSG00000186318,BACE1,Gene Expression,0.09720633892718679,7.183156207624108e-07,1.1597321554567311e-05,18,0.029766989569484665,14
ENSG00000174238,PITPNA,Gene Expression,0.09719446264152093,2.4555960966843315e-06,3.626209030446177e-05,361,1.0902281253982296,122
ENSG00000150764,DIXDC1,Gene Expression,0.09702447218138219,1.3831197696045905e-06,2.1276663503006292e-05,32,0.07159476165433701,26
ENSG00000105402,NAPA,Gene Expression,0.09691958001948885,2.6516802769105396e-06,3.883035256073595e-05,226,0.5516356579977089,90
ENSG00000253710,ALG11,Gene Expression,0.09688878623453388,2.6789267644211634e-06,3.914752833847569e-05,230,0.7917889254823323,95
ENSG00000183723,CMTM4,Gene Expression,0.09681834817376903,2.696672294355551e-06,3.932483406149708e-05,174,0.490284679635399,74
ENSG00000168014,C2CD3,Gene Expression,0.09676136590441378,6.083106445231579e-07,9.935740527211578e-06,12,0.015428722206904139,10
ENSG00000183386,FHL3,Gene Expression,0.09674878852652158,4.0065984330261983e-07,6.732430508444742e-06,18,0.039794203984266086,16
ENSG00000168447,SCNN1B,Gene Expression,0.09655137134357958,5.82480204069924e-07,9.558404660229408e-06,25,0.045646407711032545,16
ENSG00000133321,PLAAT4,Gene Expression,0.09648558199842597,2.3404064406484792e-06,3.4707360697616704e-05,116,0.2580251992783374,49
ENSG00000170703,TTLL6,Gene Expression,0.09635727734461424,3.7015244003235637e-07,6.227270461720819e-06,45,0.16529529366234771,30
ENSG00000198087,CD2AP,Gene Expression,0.096255661904015,2.6640330970106874e-06,3.8970521734350494e-05,118,0.20941088327525975,56
ENSG00000127884,ECHS1,Gene Expression,0.09620357436974576,3.250098024043524e-06,4.690718198655607e-05,189,0.4150862553112445,76
ENSG00000074181,NOTCH3,Gene Expression,0.09616752353147753,1.46264969025367e-06,2.2426228401766886e-05,36,0.118098768566137,25
ENSG00000106537,TSPAN13,Gene Expression,0.09601643788939104,1.9274646378963922e-06,2.8920224234989335e-05,133,0.4876741493354934,56
ENSG00000041353,RAB27B,Gene Expression,0.09599342117801515,6.457682841798373e-07,1.0486438858048947e-05,31,0.06300582211664668,19
ENSG00000173812,EIF1,Gene Expression,0.09585668836738907,3.1094425749778054e-06,4.492343118117419e-05,89,0.2319279202264628,62
ENSG00000134308,YWHAQ,Gene Expression,0.09582033476984791,3.873856277980536e-06,5.505904855945156e-05,343,0.8348151505002578,121
ENSG00000144045,DQX1,Gene Expression,0.09581616987630266,1.8104003538521596e-06,2.736887870429791e-05,94,0.2597166805333658,40
ENSG00000103249,CLCN7,Gene Expression,0.09570738359170412,2.4971653302952035e-06,3.679839636041744e-05,35,0.08211114087635261,27
ENSG00000101342,TLDC2,Gene Expression,0.09566037406672774,1.101679185655513e-06,1.726949900198698e-05,24,0.0364775828851134,18
ENSG00000176531,PHLDB3,Gene Expression,0.095526191962917,1.2730504250768604e-07,2.2931270767387047e-06,36,0.08258443266347544,24
ENSG00000204387,SNHG32,Gene Expression,0.0954796808338831,2.078180600273427e-06,3.108177474090908e-05,44,0.08818763235817159,30
ENSG00000183011,NAA38,Gene Expression,0.09543386276926527,2.936109017470656e-06,4.259485690562503e-05,45,0.11763754410843055,32
ENSG00000173467,AGR3,Gene Expression,0.09531829045814008,6.85701662117566e-08,1.2761518051680703e-06,23,0.04150826753682051,17
ENSG00000096384,HSP90AB1,Gene Expression,0.09530398500526831,3.7062743114546493e-06,5.299972265380148e-05,113,0.31392497012926857,73
ENSG00000133962,CATSPERB,Gene Expression,0.09527328270087426,1.891752325899887e-07,3.3263509529687596e-06,9,0.014662665259104325,8
ENSG00000164405,UQCRQ,Gene Expression,0.09522834809018962,3.938271680992145e-06,5.591787166912251e-05,270,0.6140382272759066,94
ENSG00000124222,STX16,Gene Expression,0.0952181678397171,2.757454688362415e-06,4.016940748722545e-05,60,0.1161980583039235,39
ENSG00000138185,ENTPD1,Gene Expression,0.09498799722207596,3.2992082967808756e-06,4.7566980525809863e-05,66,0.16311943008138477,36
ENSG00000110108,TMEM109,Gene Expression,0.09497145424820067,4.020996118514475e-06,5.6976986455876495e-05,118,0.30101215803485987,67
ENSG00000152669,CCNO,Gene Expression,0.09491669050743239,8.210792272755896e-07,1.3090562333378967e-05,34,0.07288484241168007,25
ENSG00000160113,NR2F6,Gene Expression,0.09486457775712527,4.437395629386387e-06,6.243540396608517e-05,206,0.416734648728592,77
ENSG00000166143,PPP1R14D,Gene Expression,0.09480688477001417,1.6906251631976232e-06,2.5752631562012493e-05,62,0.09869640316832252,26
ENSG00000175538,KCNE3,Gene Expression,0.09479902625683648,3.0643312813882773e-06,4.431737727283315e-05,69,0.19872972644864223,42
ENSG00000168209,DDIT4,Gene Expression,0.09469988867733933,3.5253723824624217e-06,5.061943500802088e-05,164,0.45072466742276734,67
ENSG00000181104,F2R,Gene Expression,0.09452171304957616,7.340176990666691e-07,1.1837196817859957e-05,22,0.1144854663013277,15
ENSG00000169740,ZNF32,Gene Expression,0.09449622224068525,5.764985597789263e-07,9.482250691821043e-06,13,0.019367517083457055,12
ENSG00000127511,SIN3B,Gene Expression,0.0943532045378886,1.2893327450136383e-07,2.319474850914137e-06,22,0.039126909252821584,10
ENSG00000144476,ACKR3,Gene Expression,0.09430136443514073,8.82193900375583e-07,1.4001206477761518e-05,9,0.014320253238124121,8
ENSG00000141655,TNFRSF11A,Gene Expression,0.09424667711374124,3.5427489530892586e-06,5.081687188187602e-05,80,0.2510492526346336,40
ENSG00000106333,PCOLCE,Gene Expression,0.09414987417042744,4.896385096042621e-06,6.827655794621024e-05,253,1.1170130778196867,112
ENSG00000126351,THRA,Gene Expression,0.0941374520228111,5.342838639732506e-06,7.37680203913412e-05,173,0.39688144338625664,86
ENSG00000011523,CEP68,Gene Expression,0.09413440025245211,3.810280513549813e-06,5.4320723414941084e-05,68,0.18079205562699358,48
ENSG00000253304,TMEM200B,Gene Expression,0.09406543815441228,1.1886790023396543e-06,1.8529641311221262e-05,39,0.0984519341884215,22
ENSG00000010310,GIPR,Gene Expression,0.09401147701616859,2.1816716397893288e-06,3.2490910053143096e-05,38,0.0619075075075945,21
ENSG00000164125,GASK1B,Gene Expression,0.0940099689742369,3.7134868675625654e-06,5.304873084813639e-05,47,0.12325945231177869,32
ENSG00000105137,SYDE1,Gene Expression,0.09394435901379539,3.3176992855210585e-06,4.778441704757669e-05,40,0.08742001273609896,27
ENSG00000105523,FAM83E,Gene Expression,0.09389740223046815,3.856157206882926e-06,5.4863134108890686e-05,72,0.15837688702119151,38
ENSG00000162545,CAMK2N1,Gene Expression,0.09380254283752208,4.8338531026814735e-06,6.753900037983866e-05,165,0.3747925825108621,81
ENSG00000162733,DDR2,Gene Expression,0.09375436434243474,1.1941668851545018e-06,1.859450525395021e-05,14,0.023053255685320243,11
ENSG00000137809,ITGA11,Gene Expression,0.09370506520190569,4.259514250870566e-06,6.017422652389125e-05,50,0.12504349462119094,33
ENSG00000023445,BIRC3,Gene Expression,0.09369852800484339,1.5145977747543782e-06,2.3146753779070725e-05,32,0.036864953076974315,16
ENSG00000198758,EPS8L3,Gene Expression,0.09364039012728251,2.131400764104896e-06,3.1809851233403636e-05,73,0.15178454255148716,30
ENSG00000172348,RCAN2,Gene Expression,0.09356687938688066,1.8398764054516903e-06,2.7724761232258053e-05,40,0.10001851970057178,27
ENSG00000115548,KDM3A,Gene Expression,0.09352939168498232,3.106404466990398e-09,6.88815699373472e-08,11,0.016651479748143565,8
ENSG00000117362,APH1A,Gene Expression,0.09348848789764272,5.691932445373027e-06,7.804964901121096e-05,168,0.37761427686091387,75
ENSG00000151229,SLC2A13,Gene Expression,0.0934430507364581,9.233884830095462e-07,1.4605379459250317e-05,9,0.010487124896711005,8
ENSG00000010438,PRSS3,Gene Expression,0.09342229919457357,2.560395992556863e-06,3.761151932881748e-05,39,0.09148556707368287,25
ENSG00000128272,ATF4,Gene Expression,0.09331437684432063,6.2008800185697766e-06,8.445008025290268e-05,136,0.3138156777943087,80
ENSG00000176533,GNG7,Gene Expression,0.09325972948013356,2.5967272068161407e-06,3.806541325975042e-05,29,0.07165888769561433,21
ENSG00000051620,HEBP2,Gene Expression,0.0932021888142658,5.361548501836566e-06,7.395348494560791e-05,78,0.12137690591083643,46
ENSG00000180921,FAM83H,Gene Expression,0.09313164758205951,4.4339191704878544e-06,6.243540396608517e-05,71,0.11768734136705103,34
ENSG00000187601,MAGEH1,Gene Expression,0.09301748041017953,2.918869300483351e-06,4.238863666007635e-05,27,0.06426252950930478,23
ENSG00000106628,POLD2,Gene Expression,0.09300171655279298,5.72083300598436e-06,7.836926074864596e-05,123,0.3609376271904592,61
ENSG00000107372,ZFAND5,Gene Expression,0.09293177086024497,5.151927532587308e-06,7.148426974423617e-05,86,0.1729824405752499,53
ENSG00000133265,HSPBP1,Gene Expression,0.09292606386638254,5.832580090459061e-06,7.974417306116417e-05,89,0.19376684046884693,46
ENSG00000156463,SH3RF2,Gene Expression,0.09292356073638947,4.871377846216163e-06,6.799550710843955e-05,56,0.09534253046227835,36
ENSG00000154930,ACSS1,Gene Expression,0.09291396261574823,5.176395360573238e-06,7.16818227105468e-05,108,0.21192764804700362,58
ENSG00000058453,CROCC,Gene Expression,0.09290421949122465,7.380738462625658e-07,1.1875277705538e-05,11,0.034573676258960705,10
ENSG00000136938,ANP32B,Gene Expression,0.09284803279675698,3.842539789244981e-06,5.4724951835852805e-05,42,0.0796514385896903,27
ENSG00000015532,XYLT2,Gene Expression,0.09277156690185281,2.096790620687017e-06,3.1326677780712e-05,16,0.03125722086486454,13
ENSG00000124357,NAGK,Gene Expression,0.09275800503137745,2.481895039485593e-06,3.661187061405379e-05,31,0.06532933091645783,24
ENSG00000143363,PRUNE1,Gene Expression,0.09275454839376725,7.89966462688696e-07,1.2637659826620302e-05,15,0.02842124363125135,14
ENSG00000008323,PLEKHG6,Gene Expression,0.09233714896671395,5.07636957536306e-06,7.0604648499984e-05,77,0.13997309020448676,34
ENSG00000173221,GLRX,Gene Expression,0.0922997349558422,1.9969650177920073e-07,3.489459820366233e-06,5,0.007405207476800798,5
ENSG00000164251,F2RL1,Gene Expression,0.09203021038533614,9.135345251376492e-07,1.4465845011614708e-05,10,0.009123740574589067,7
ENSG00000087086,FTL,Gene Expression,0.09197310988288102,9.272385291136942e-06,0.0001228196667958347,486,1.1926318791964838,137
ENSG00000100412,ACO2,Gene Expression,0.09188901323103729,8.70442685751982e-06,0.00011573419163309561,214,0.5435463521103259,90
ENSG00000265972,TXNIP,Gene Expression,0.09188225054303012,6.838720770563356e-06,9.250756069370162e-05,165,0.36394054946080867,77
ENSG00000089220,PEBP1,Gene Expression,0.0918402621216701,8.601674198249754e-06,0.00011458542035577191,228,0.5801847671623407,100
ENSG00000125447,GGA3,Gene Expression,0.09183503562203371,5.72685795674488e-06,7.837518301349877e-05,44,0.08572229667100023,31
ENSG00000184454,NCMAP,Gene Expression,0.09177073281151446,6.310520994645685e-10,1.532680090449994e-08,2,0.0012871383482844954,2
ENSG00000089472,HEPH,Gene Expression,0.09155936912563302,7.513046272666912e-06,0.00010085041232294456,128,0.25543996288341514,57
ENSG00000250510,GPR162,Gene Expression,0.09150344078903415,2.273451191081577e-06,3.375015359302671e-05,14,0.04919893687761858,12
ENSG00000124225,PMEPA1,Gene Expression,0.09139413307994373,7.2025218775806366e-06,9.71473932554524e-05,63,0.15077308870770117,44
ENSG00000158669,GPAT4,Gene Expression,0.09134117080771348,4.388591002379982e-06,6.193526113530017e-05,23,0.047079217004274934,18
ENSG00000042493,CAPG,Gene Expression,0.09125437047334546,8.622204863861782e-06,0.00011474983757090123,234,0.5516207503229555,79
ENSG00000115935,WIPF1,Gene Expression,0.09125347212031411,6.110257035008004e-06,8.333147389833944e-05,39,0.10369654121008225,25
ENSG00000159140,SON,Gene Expression,0.09115328436760688,1.0073672398247524e-05,0.00013268086935060226,142,0.32788258600151704,77
ENSG00000188549,CCDC9B,Gene Expression,0.09101107836861519,6.668017805910864e-06,9.02856053449612e-05,88,0.1879875588868167,47
ENSG00000109846,CRYAB,Gene Expression,0.0909415173618639,7.287053043203429e-06,9.80987140705599e-05,42,0.09679368102286048,29
ENSG00000164532,TBX20,Gene Expression,0.09082466181340315,3.378581858726193e-10,8.593002934335548e-09,2,0.001556783841046391,2
ENSG00000168394,TAP1,Gene Expression,0.09077939434924302,9.364960202207229e-06,0.0001238118417676718,177,0.39902066069008746,70
ENSG00000105443,CYTH2,Gene Expression,0.09076214391834617,1.106635709513526e-05,0.00014466784359256114,278,0.82585874650441,112
ENSG00000163050,COQ8A,Gene Expression,0.09064203258938834,4.44738952709578e-06,6.251325660252784e-05,27,0.0683113082232009,20
ENSG00000125378,BMP4,Gene Expression,0.09053094617554573,7.962513816073269e-06,0.0001064758288343996,90,0.2601655279790619,55
ENSG00000157870,PRXL2B,Gene Expression,0.09050326242791426,9.582177797229363e-06,0.00012656422210214165,163,0.4257435480395233,71
ENSG00000239697,TNFSF12,Gene Expression,0.09044406914670933,5.6180727279198095e-06,7.718111856340309e-05,38,0.10095381131993234,29
ENSG00000134070,IRAK2,Gene Expression,0.09040295748219129,3.6768730200531508e-06,5.263299132076083e-05,10,0.014699698074063754,10
ENSG00000133216,EPHB2,Gene Expression,0.09034294517002872,6.664978357218132e-06,9.02856053449612e-05,79,0.31373371650943455,35
ENSG00000109790,KLHL5,Gene Expression,0.09032558511345865,5.586405948942996e-06,7.690362767041959e-05,40,0.11373549244997529,30
ENSG00000099624,ATP5F1D,Gene Expression,0.09031941938774292,1.1519076089649971e-05,0.00015030570979548854,210,0.4281635563207826,86
ENSG00000107130,NCS1,Gene Expression,0.09029818771789454,1.8933124235065435e-06,2.8438242554148663e-05,22,0.07107903793812907,17
ENSG00000158315,RHBDL2,Gene Expression,0.09020800182889442,4.430136886002245e-06,6.243540396608517e-05,87,0.33810884925031326,45
ENSG00000278318,ZNF229,Gene Expression,0.09004391652212562,4.4164316648220847e-10,1.1052120241217267e-08,2,0.0030085475537297264,2
ENSG00000189045,ANKDD1B,Gene Expression,0.09002302587179267,1.830701985561234e-07,3.2393254577847387e-06,17,0.06110759040951323,15
ENSG00000166313,APBB1,Gene Expression,0.089933913987602,7.503984373435912e-06,0.00010082534708468923,39,0.09253575871052687,26
ENSG00000185070,FLRT2,Gene Expression,0.08989582238029642,4.714453705867427e-06,6.606835423402612e-05,23,0.04579380405531686,16
ENSG00000211900,IGHJ6,Gene Expression,0.08988473177078574,9.340553817516195e-06,0.00012360578016871763,48,0.14425550721526642,29
ENSG00000164949,GEM,Gene Expression,0.08987721082573077,6.903810854330672e-06,9.329798005071364e-05,27,0.0635330851181994,21
ENSG00000106789,CORO2A,Gene Expression,0.08985551794365361,6.375100870759098e-06,8.66543778882813e-05,61,0.09197385925232365,25
ENSG00000121057,AKAP1,Gene Expression,0.08979879062860927,1.3194708007535638e-05,0.00017073927794792652,194,0.7139512758427421,97
ENSG00000204287,HLA-DRA,Gene Expression,0.08962803608274796,6.112798285107246e-06,8.333147389833944e-05,88,0.2555266897639236,47
ENSG00000145012,LPP,Gene Expression,0.0895327534504534,1.0985855716016957e-05,0.0001437495630291892,59,0.1284046740978346,34
ENSG00000020129,NCDN,Gene Expression,0.08950915292595468,8.140505614262494e-06,0.00010864861493169009,40,0.09203640092869746,25
ENSG00000113758,DBN1,Gene Expression,0.08941167559560233,1.2901990690039611e-05,0.000167105820268221,89,0.2547004849746083,54
ENSG00000143870,PDIA6,Gene Expression,0.0892684935186974,1.5757972447572044e-05,0.00020148925719003157,332,0.8222812353861323,115
ENSG00000163827,LRRC2,Gene Expression,0.08919297785915797,8.112459592979349e-10,1.9269154023052983e-08,2,0.0038967213898463034,2
ENSG00000061455,PRDM6,Gene Expression,0.08918526583752202,1.7652615218466394e-06,2.6773133081340696e-05,24,0.051335433161966884,17
ENSG00000066230,SLC9A3,Gene Expression,0.08908431219792351,6.979917744676101e-06,9.423561394401818e-05,33,0.05640387189819044,20
ENSG00000198898,CAPZA2,Gene Expression,0.08902741564896104,1.7190741285810773e-05,0.00021821652932912337,651,1.9392941136388744,174
ENSG00000158856,DMTN,Gene Expression,0.08874230307905737,1.0724094880343316e-05,0.000140718600798812,113,0.32013818605493466,58
ENSG00000198074,AKR1B10,Gene Expression,0.08872496699533708,4.485574876200715e-06,6.29868199549868e-05,49,0.07369332946638751,26
ENSG00000136630,HLX,Gene Expression,0.08871849320688573,5.189188430509972e-06,7.178804211763746e-05,66,0.33089704824059574,43
ENSG00000164318,EGFLAM,Gene Expression,0.08856490826672639,1.395543680615674e-09,3.237938599362261e-08,2,0.0028146697391817554,2
ENSG00000160075,SSU72,Gene Expression,0.08854711520847353,3.5644715992155795e-06,5.107618097280893e-05,50,0.14368737120756672,36
ENSG00000153292,ADGRF1,Gene Expression,0.0885434091384625,2.332622983658439e-11,6.617283095746835e-10,15,0.01596698091800724,6
ENSG00000182175,RGMA,Gene Expression,0.08853760441706712,1.2448505733564375e-05,0.00016168059253954695,57,0.14877489246349893,42
ENSG00000167978,SRRM2,Gene Expression,0.08852499966861627,1.9207623497718984e-05,0.00024184693234234847,814,2.0209869331884094,167
ENSG00000018408,WWTR1,Gene Expression,0.08852182443449459,1.1581715337660725e-05,0.00015084215496466303,49,0.17457847022480688,34
ENSG00000186908,ZDHHC17,Gene Expression,0.08851631559484958,6.275272531830467e-06,8.538026141851666e-05,18,0.03163233031932342,13
ENSG00000100968,NFATC4,Gene Expression,0.08840390095544581,7.746497557414855e-06,0.00010388460934891079,50,0.1240613780227962,37
ENSG00000112208,BAG2,Gene Expression,0.08830215702542954,5.2551701195113765e-06,7.262914601068287e-05,20,0.03938035410228882,14
ENSG00000113555,PCDH12,Gene Expression,0.0882708648783942,2.1137425143535893e-09,4.800970436977504e-08,3,0.0057754552051761604,2
ENSG00000132466,ANKRD17,Gene Expression,0.08825561023266781,1.5602699773298312e-05,0.00019968605901644069,69,0.12785006304030808,51
ENSG00000196711,ALKAL1,Gene Expression,0.08820209735675386,7.36012192970037e-07,1.1855718244002411e-05,15,0.04221247484838336,10
ENSG00000070214,SLC44A1,Gene Expression,0.08817383761524375,1.4827818068940957e-05,0.00019063948845700785,82,0.1598101738825225,44
ENSG00000069974,RAB27A,Gene Expression,0.08813959859120792,1.4713726782522585e-05,0.00018934634263569468,85,0.1865194900750489,42
ENSG00000110711,AIP,Gene Expression,0.0881341811069053,1.5022187264124298e-05,0.00019278473655626183,43,0.07358165859789782,33
ENSG00000168675,LDLRAD4,Gene Expression,0.08808366515799317,1.0862653544885248e-05,0.00014227030540002044,44,0.1102329601922014,33
ENSG00000132718,SYT11,Gene Expression,0.08801975442527502,1.349346312684574e-06,2.080279342790057e-05,14,0.019560485077214723,8
ENSG00000149532,CPSF7,Gene Expression,0.08801329054696934,5.158663385129714e-06,7.150693242255966e-05,34,0.07270301921263299,27
ENSG00000254470,AP5B1,Gene Expression,0.08797302905177817,1.543324403008306e-05,0.0001976978810215576,74,0.2219631130081866,52
ENSG00000162946,DISC1,Gene Expression,0.08790989377057015,3.027240143005372e-07,5.1547683309935945e-06,13,0.03599112830841075,10
ENSG00000100368,CSF2RB,Gene Expression,0.08785239953146844,2.4176265094322247e-06,3.5739048421079325e-05,7,0.012142707154147449,7
ENSG00000168461,RAB31,Gene Expression,0.08782385417841473,6.461889358266859e-06,8.774895103367419e-05,41,0.12939847386342684,26
ENSG00000127184,COX7C,Gene Expression,0.08771229940935385,2.2140921121183155e-05,0.00027580699430423175,337,0.7817328069844698,124
ENSG00000182118,FAM89A,Gene Expression,0.08770902104443433,2.5633661320245693e-06,3.761572039182441e-05,10,0.04164573781988873,8
ENSG00000178951,ZBTB7A,Gene Expression,0.08769862522083759,2.2427351999754208e-05,0.0002788792466056393,432,1.1539225276322702,137
ENSG00000177706,FAM20C,Gene Expression,0.08769322365072513,7.231875134072752e-06,9.744951743163032e-05,59,0.1867186810186815,37
ENSG00000184990,SIVA1,Gene Expression,0.0876845107663626,1.974323147280188e-05,0.00024814497386533234,135,0.3802670509577939,82
ENSG00000144908,ALDH1L1,Gene Expression,0.08762125480765635,1.0831588916015988e-05,0.00014199615254354355,123,0.39361352764980834,51
ENSG00000152556,PFKM,Gene Expression,0.08756576200089547,1.191075015594123e-05,0.000154839752027236,75,0.18430661616138239,41
ENSG00000184144,CNTN2,Gene Expression,0.08756388118556978,8.135021272170917e-07,1.298453167519399e-05,4,0.006325698465225952,4
ENSG00000117906,RCN2,Gene Expression,0.08748312133567399,1.60168840248609e-05,0.00020461313830847828,49,0.10168328610775881,35
ENSG00000002933,TMEM176A,Gene Expression,0.0874348518866742,7.812000976326061e-06,0.0001046628887975463,43,0.11788203538918166,29
ENSG00000155506,LARP1,Gene Expression,0.08740078396318056,8.068792641591216e-06,0.00010779414688203937,12,0.021261372987525416,11
ENSG00000181847,TIGIT,Gene Expression,0.08738886787463823,3.1909099806881613e-09,7.064362159457172e-08,5,0.005675683758863421,2
ENSG00000261115,TMEM178B,Gene Expression,0.08716128500349211,3.968213313498836e-09,8.635177232200729e-08,2,0.0025415738070075408,2
ENSG00000171435,KSR2,Gene Expression,0.08716128500349211,3.968213313498836e-09,8.635177232200729e-08,2,0.0025415738070075408,2
ENSG00000100321,SYNGR1,Gene Expression,0.08715549057418671,1.1229875003238021e-05,0.00014666865637966226,33,0.07286705813196304,24
ENSG00000164733,CTSB,Gene Expression,0.08706742156331067,2.1769781352043438e-05,0.00027166671047866136,130,0.3054465110888431,70
ENSG00000048471,SNX29,Gene Expression,0.08703459517941262,1.790259658140947e-05,0.0002262281230765305,60,0.10863053592926723,42
ENSG00000125458,NT5C,Gene Expression,0.08695351347851533,1.6135785010362724e-05,0.000205944345296196,122,0.3804475124343587,61
ENSG00000143321,HDGF,Gene Expression,0.08694437575297347,2.6108479905806448e-05,0.000319828878846129,422,1.2364076917698046,139
ENSG00000118523,CCN2,Gene Expression,0.08693745490005765,2.2374602239416674e-05,0.00027847040478080394,114,0.36517241854922755,69
ENSG00000178202,POGLUT3,Gene Expression,0.08688410376169553,2.959505548849606e-06,4.2889876692428514e-05,14,0.03007216659803901,10
ENSG00000128791,TWSG1,Gene Expression,0.08686742405663803,1.6935978326637624e-05,0.00021517751611015382,37,0.1022565639896051,29
ENSG00000275385,CCL18,Gene Expression,0.0867930779567468,4.578185386350242e-09,9.870567692971122e-08,2,0.002540148273392489,2
ENSG00000112514,CUTA,Gene Expression,0.08675643886901109,2.3488764280488184e-05,0.0002905309290615723,101,0.24779857926038706,71
ENSG00000144935,TRPC1,Gene Expression,0.08661801557788572,3.7752369186350165e-06,5.387593704455308e-05,10,0.024522716735132188,8
ENSG00000179094,PER1,Gene Expression,0.0865495119237392,1.154560212812683e-05,0.00015051169137076224,24,0.05094388994412643,16
ENSG00000143862,ARL8A,Gene Expression,0.08653244144276531,9.07656546722535e-06,0.00012033962957208709,12,0.02224793672838238,11
ENSG00000174514,MFSD4A,Gene Expression,0.08650674859230534,4.143235301068415e-06,5.8649797484012895e-05,23,0.045623259548924266,16
ENSG00000131828,PDHA1,Gene Expression,0.08649955398157286,2.2740958968592295e-05,0.00028202814069544464,113,0.29368120521806573,66
ENSG00000250722,SELENOP,Gene Expression,0.08643744510299485,2.3771312262832467e-05,0.00029350763881174816,164,0.4376515669100872,72
ENSG00000127831,VIL1,Gene Expression,0.08639838517085689,2.289995953796975e-05,0.00028374892393024585,130,0.3643207271652105,53
ENSG00000113645,WWC1,Gene Expression,0.08636045258933306,6.11970474295731e-10,1.491505082918326e-08,13,0.025663458178434732,8
ENSG00000172057,ORMDL3,Gene Expression,0.08630525709288525,2.4221671140134404e-05,0.00029827987641286777,92,0.17996139392950378,56
ENSG00000100650,SRSF5,Gene Expression,0.08629195763676471,2.825720798482756e-05,0.00034424478348106746,305,0.9333436166225784,124
ENSG00000102890,ELMO3,Gene Expression,0.08621916529829571,1.4869512848569855e-05,0.0001910003236112355,37,0.06179195781153318,24
ENSG00000173068,BNC2,Gene Expression,0.08619157857563825,2.065392634009733e-05,0.00025912634174585854,60,0.16637946750836882,37
ENSG00000114857,NKTR,Gene Expression,0.08612488480196855,2.3606996359726296e-05,0.00029173584390229657,87,0.2627610558728993,54
